1.00fps
11/06/2015

***
0.0679853851,0.1048533122,0.0811677821,0.3572411631,0.2974087584,0.0666061102,0.0630038392,0.1016145594,0.0971177045,0.1213103650,0.0831873277,0.1408356311,0.1861991134,0.1369760551,0.0516405293,0.0692330155,0.1090285357,0.1724781710,0.0502642463,0.1250741996,0.1221899893,0.2153583601,0.0180053711,0.1077240589,0.2438593846,0.0856167662,0.1325121113,0.2191162109,0.0556915882,0.1948547363,0.1931104473,0.1538594564,0.0965851428,0.0999630199,0.1982326134,0.1252447390,0.2334175858,0.1145576028,0.1087981579,0.2305214078,0.0903799020,0.1493626015,0.0563438266,0.0906222474,0.0672792921,0.1306272021,0.1097705317,0.0917262657,0.1767865349,0.1497096641,0.1636011460,0.2492657830,0.1075206083,0.0595077814,0.1091990751,0.0632925595,0.2420821844,0.0995052562,0.1343252145,0.1166938333,0.0875196270,0.1677688898,0.1016355028,0.2350840849,0.1305883071,0.1228631711,0.1498951631,0.2124173033,0.1198054295,0.1579613779,0.1443511365,0.0334945380,0.0743791169,0.1403569240,0.2243789972,0.0447366752,0.0547700770
0.0908675848,0.0485708199,0.0592788995,0.3305831610,0.2258121266,0.0790375354,0.1273121553,0.1299689798,0.1502661612,0.1232850318,0.1230396944,0.1005524280,0.1371795056,0.1782047047,0.0978088379,0.1206700942,0.1229289934,0.2014519187,0.0469432158,0.1326078527,0.1087921741,0.1897834329,0.0595691157,0.0786575617,0.1554062787,0.0635124655,0.1378317440,0.1795331170,0.1056925456,0.1585029153,0.2595011393,0.1815526626,0.1632690430,0.0616425159,0.1781388825,0.1163557464,0.1879164752,0.0833040125,0.1595919740,0.1749315449,0.1567346909,0.1582845052,0.0538784850,0.1215766458,0.0463373521,0.1197725184,0.0856347178,0.0402413163,0.1975384881,0.1412425322,0.2070468080,0.2226556516,0.0582975500,0.0725046794,0.1269381654,0.0877320533,0.2478266697,0.1097735237,0.1332660750,0.1517860562,0.0530138203,0.1343521417,0.1145785463,0.2558839087,0.1385976754,0.0618579341,0.1760864258,0.1802092907,0.1490933287,0.1169391707,0.1292479272,0.0368709190,0.0583125096,0.1409867231,0.2215950162,0.0519098020,0.0357639088
0.1338315478,0.0939836689,0.0748967189,0.2996227788,0.2346442727,0.0805394790,0.1075684791,0.1356356752,0.1271087048,0.1015517291,0.0734516219,0.1486864277,0.1836619658,0.1292150161,0.0754831351,0.1192997951,0.0540759517,0.2391560872,0.0536331476,0.1229140338,0.0791033577,0.1987083285,0.0888001685,0.0690475165,0.1761522480,0.0825410731,0.1472383387,0.1784859452,0.0949994256,0.1891820571,0.2179972331,0.1685378131,0.0926717122,0.1459697649,0.2136918610,0.1602292528,0.1897505218,0.0945835488,0.1179175283,0.2820482441,0.0744539149,0.1551429898,0.0892055736,0.1260495653,0.0539607628,0.1682057100,0.1108027439,0.0873490876,0.2238554113,0.1372273763,0.1747999004,0.2531672459,0.0585757985,0.0679704255,0.1071137073,0.0327734854,0.2587232403,0.0941886154,0.1285926968,0.1289188161,0.0755818685,0.1652885886,0.0935902315,0.2614907657,0.1556994868,0.0855988147,0.1980381386,0.1372034409,0.1435433182,0.1434505687,0.1352736529,0.0325431076,0.1131693522,0.1191861022,0.1832056981,0.0093183330,0.0373391544
0.0947720397,0.0745451684,0.0930696375,0.3718177945,0.2299290077,0.0593626733,0.0705614277,0.1660216088,0.1620303883,0.1503080480,0.0971416399,0.1574288163,0.1764933268,0.1737527286,0.1473580155,0.1011627796,0.0921750536,0.2095480526,0.0871815401,0.1562918869,0.1057942708,0.1872552610,0.0712196500,0.1200896618,0.1760385551,0.0662470799,0.1148178998,0.1704795688,0.0753664503,0.2112295113,0.2671305339,0.1910579906,0.1460655063,0.0823106953,0.1945824717,0.1396987017,0.1806520948,0.0911787444,0.0921032475,0.2399998085,0.1157005160,0.1435463101,0.0754532160,0.1521061916,0.0475206562,0.1841227214,0.0897007363,0.0703549853,0.1803319594,0.1317671234,0.1592030245,0.2375913134,0.0940958659,0.1049580294,0.0930097991,0.0439737357,0.2985875747,0.1048488243,0.1422208898,0.1206102558,0.0592160692,0.1787582098,0.1370388854,0.2709871180,0.1116853602,0.1009563371,0.1694922354,0.2119894589,0.1358510934,0.1596308689,0.1272044462,0.0112107221,0.0963996438,0.1729553821,0.2072113635,0.0330771652,0.0564186246
0.1215616862,0.0973435944,0.0393916111,0.3599099552,0.2827304017,0.0875345866,0.0735264198,0.1223784802,0.1831054687,0.1154102999,0.0838096469,0.1587213254,0.1803888059,0.1960784314,0.0781668869,0.1119516410,0.1090554630,0.1788689108,0.1090554630,0.1657822553,0.1192848355,0.2173120835,0.0641946232,0.1051091213,0.1537248200,0.0986914541,0.1416554170,0.1771814683,0.0704896216,0.1785697189,0.2383781882,0.2334445131,0.0925281001,0.1320962345,0.1475135953,0.1036670161,0.1676821241,0.0956456801,0.1264953613,0.2407956591,0.1287333171,0.1519356522,0.0465004117,0.1310251273,0.0345776128,0.1385109097,0.1158112171,0.1204666437,0.1964643890,0.1655698290,0.1643461340,0.2341117111,0.0768683938,0.0526547899,0.0971476237,0.0749251422,0.2775992599,0.1118947945,0.1442105162,0.1483154297,0.0623785281,0.1146593281,0.1068833295,0.2739311667,0.1503379672,0.0823376225,0.2012454762,0.2146881702,0.1361233580,0.1372483197,0.1709971708,0.0790704465,0.0849705116,0.1174343334,0.1877115287,0.0549346325,0.0519337374
0.1005075492,0.1305419323,0.0633598776,0.3151508406,0.2595430262,0.0733349370,0.0971625833,0.1554182464,0.1510081572,0.1175944010,0.0885907341,0.1388370290,0.1637657016,0.1533298866,0.0735383875,0.1066080729,0.1075176164,0.2157114066,0.0483165068,0.1243262197,0.1117721258,0.2091710708,0.0175984701,0.1118050370,0.1624791762,0.0735413794,0.2046233532,0.1883173924,0.1350791782,0.1630685844,0.2536429611,0.2209981283,0.0812545477,0.1343282064,0.2028311935,0.1647949219,0.2336988262,0.0924742456,0.1130975461,0.2686923158,0.1476392559,0.1410360897,0.0644698797,0.1314110849,0.0253580131,0.1568304324,0.0852158490,0.0630816291,0.2008625105,0.1601065841,0.1584999234,0.2830714805,0.0883723240,0.0734680774,0.0735383875,0.0725899491,0.2542024500,0.1032930262,0.1111468147,0.1102821500,0.0875974169,0.1653334674,0.0884560978,0.2661671358,0.1169421626,0.0857334511,0.1700277889,0.2534933651,0.1509273753,0.1952347101,0.1554990282,0.0442519842,0.1033708161,0.1321096981,0.2135721842,0.0708426681,0.0600882138
0.0820563821,0.0626044180,0.0508027918,0.3602869370,0.2667595358,0.0804227941,0.1072603114,0.1360844631,0.1308067172,0.0914569930,0.0595631319,0.1935412837,0.1433967142,0.1518518784,0.0911248899,0.1204786114,0.1080471862,0.2219226314,0.0705763873,0.1474717084,0.1136839624,0.2092847637,0.0888899261,0.0726258521,0.1948996151,0.1031673656,0.1087981579,0.1770139208,0.0885368796,0.1553284888,0.2360325234,0.1804785635,0.0857065238,0.0989457673,0.1559567919,0.1553733676,0.2170936734,0.0988230986,0.1532640644,0.2787930358,0.1175315707,0.1259777593,0.0743791169,0.1285567938,0.0463882147,0.1489168055,0.1211996639,0.0959688074,0.1636071299,0.1395700492,0.2137487075,0.2586514342,0.0737298704,0.0727470248,0.1102282954,0.0979569379,0.2520991307,0.1099709903,0.1627245136,0.1272463331,0.0684850356,0.1333827598,0.1176662071,0.2945395077,0.1659258674,0.0951280781,0.1563936121,0.1925778856,0.1671824736,0.1239552217,0.1655219583,0.0505604463,0.1370568369,0.1362041399,0.2265466428,0.0385045070,0.0585802864
0.1162061504,0.0865786683,0.0340390673,0.3430295458,0.2796008540,0.0902003868,0.0951400458,0.1826207778,0.1278088140,0.0764196059,0.1008336684,0.1016175513,0.1525160846,0.1478486903,0.0556736366,0.0581090591,0.1086276185,0.1778755936,0.0748099533,0.1522527956,0.0757613837,0.1744648055,0.0693766276,0.0572294347,0.1189108456,0.0890455059,0.1203888538,0.1580451517,0.0983802945,0.1796916887,0.2514708276,0.2243341184,0.0965432560,0.1261243633,0.2152775783,0.1426666858,0.1890294692,0.0711807550,0.1341038124,0.2420582491,0.1281439089,0.1153923483,0.0966569489,0.1445127001,0.0730192895,0.1800537109,0.0690983791,0.0860954733,0.1822467879,0.1770169127,0.2182605220,0.2710589241,0.0533249799,0.0547955083,0.0710969813,0.0664550183,0.3205213360,0.1382536047,0.1416314817,0.1751020843,0.0777569939,0.1495899874,0.1156496534,0.2683572208,0.1126547421,0.1002951229,0.2171535118,0.1799759210,0.1762779086,0.1623924106,0.1784620098,0.0411314123,0.1294693292,0.1379663804,0.2172687007,0.0237229291,0.0441682105
0.1215138155,0.0583424288,0.0591233197,0.3290273629,0.2695779239,0.1070448932,0.0793397193,0.1650671865,0.1379274854,0.0541417739,0.1054472082,0.1548019110,0.1969999426,0.1842304305,0.1193745931,0.0617891199,0.1019765816,0.2310599533,0.0952387791,0.1667217180,0.0796867819,0.2164833218,0.0766649433,0.0862660128,0.1846732345,0.0706631530,0.1514928481,0.1399560068,0.1097495883,0.1445306516,0.2316224341,0.2250461952,0.1153205423,0.0754232968,0.1869770125,0.1621919520,0.1742284438,0.1205893124,0.1113921521,0.2511357326,0.1457812739,0.1354112812,0.0606252633,0.1341397155,0.0435174680,0.1899180693,0.0805424709,0.0873042088,0.1602980670,0.2010001388,0.2026307349,0.2729737525,0.0938265931,0.0577305812,0.0816644407,0.0834057378,0.2648806104,0.1172533222,0.1534046846,0.1161044252,0.0390355727,0.1675953585,0.1027215696,0.2754899567,0.1509303673,0.0709384095,0.2270059025,0.2045395795,0.1521391027,0.1393845502,0.1307498707,0.0265113980,0.1346363741,0.1690943101,0.2278571035,0.0698837579,0.0336216945
0.1433787626,0.0965701832,0.0619656432,0.3623573453,0.2679263844,0.0992688946,0.0744509229,0.1769062117,0.1560944202,0.1372273763,0.0907090131,0.1385079178,0.1857802447,0.1786534926,0.1332062366,0.0366450291,0.0911428414,0.1883173924,0.1089477539,0.1465920841,0.1152158251,0.2721749100,0.1209034639,0.1074876972,0.1908485562,0.0525440889,0.1809812060,0.1989087871,0.0371596392,0.2170876896,0.2784639246,0.1961203182,0.1203230316,0.1108356551,0.1868603276,0.1191412234,0.2500436820,0.0615138634,0.0960226620,0.3052356196,0.1991631003,0.0790106081,0.0370489382,0.1250113693,0.0231499765,0.1467386882,0.0741696825,0.1191890941,0.1594214346,0.2297165815,0.1450273102,0.2911975337,0.0373481302,0.0486934886,0.1206252154,0.1163288191,0.2481557809,0.1113412894,0.1319017597,0.1883293601,0.0821700751,0.1850173053,0.0997446098,0.2960833381,0.1664674048,0.1238953833,0.2591421090,0.2319485533,0.1483633004,0.1858999215,0.1551519656,0.0611817603,0.1522617714,0.1318284577,0.2240528780,0.0235927806,0.0083010804
